t,x,y,z,heading,modo,drive_izq,drive_der,vx,yaw_rate,GF_1,GF_2,LC4_left,LC4_right,LPLC2_left,LPLC2_right,DNa01_left,DNa01_right,DNa02_left,DNa02_right,P9_left,P9_right,MDN_1,aDN1_left
9.7902,-8.008,-23.501,1.083,-1.2919,escape,1.101,1.499,1.0,-0.318,100.0,80.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
9.8235,-7.833,-24.005,1.174,-1.2462,escape,1.5,-0.5,0.5,0.8,100.0,80.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
9.8568,-7.783,-23.875,0.989,-1.3461,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
9.8901,-8.192,-24.737,0.826,-1.7585,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
9.9234,-8.096,-24.982,1.04,-1.5857,escape,0.493,1.5,0.997,-0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
9.9567,-8.08,-25.602,1.053,-1.6158,escape,0.493,1.5,0.997,-0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
9.99,-8.383,-25.976,1.02,-1.6432,escape,0.493,1.5,0.997,-0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
10.0233,-8.385,-26.379,0.988,-1.6013,escape,1.5,-0.457,0.522,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
10.0566,-8.376,-26.425,1.218,-1.7344,escape,1.5,-0.457,0.522,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,0.0,60.0,0.0,0.0
10.0899,-8.918,-26.42,1.506,-2.1145,escape,1.5,-0.457,0.522,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.1232,-8.901,-26.455,1.311,-2.086,escape,-0.5,1.5,0.5,-0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.1565,-8.582,-26.777,1.253,-1.6468,escape,-0.5,1.5,0.5,-0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.1898,-8.765,-26.947,1.047,-1.6041,escape,-0.5,1.5,0.5,-0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.2231,-8.868,-27.093,0.978,-1.6829,escape,1.5,-0.112,0.694,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.2564,-8.883,-27.005,1.207,-1.8759,escape,1.5,-0.112,0.694,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.2897,-8.619,-27.025,0.972,-1.7776,escape,1.5,-0.112,0.694,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.323,-8.549,-27.332,0.789,-1.7544,escape,1.121,1.479,1.0,-0.287,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.3563,-8.844,-27.66,0.932,-1.9401,escape,1.121,1.479,1.0,-0.287,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,60.0,0.0,0.0
10.3896,-9.011,-28.162,1.031,-1.7755,escape,1.121,1.479,1.0,-0.287,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.4229,-9.055,-28.902,1.097,-1.8117,escape,0.912,1.5,1.0,-0.471,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.4562,-9.417,-29.273,1.053,-1.8651,escape,0.912,1.5,1.0,-0.471,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.4895,-9.114,-29.894,1.146,-1.7241,escape,0.912,1.5,1.0,-0.471,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.5228,-9.347,-30.294,1.033,-1.9101,escape,0.963,1.5,1.0,-0.429,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.5561,-9.446,-30.757,1.143,-1.6374,escape,0.963,1.5,1.0,-0.429,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.5894,-9.391,-31.665,1.119,-1.6276,escape,0.963,1.5,1.0,-0.429,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.6227,-9.836,-32.265,1.105,-1.6791,escape,1.5,0.935,1.0,0.452,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.656,-9.482,-32.836,1.107,-1.532,escape,1.5,0.935,1.0,0.452,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.6893,-9.651,-33.34,1.105,-1.7802,escape,1.5,0.935,1.0,0.452,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.7226,-9.774,-34.022,1.179,-1.602,escape,1.12,1.48,1.0,-0.288,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
10.7559,-9.614,-34.926,1.172,-1.8345,escape,1.12,1.48,1.0,-0.288,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
10.7892,-9.985,-35.428,1.047,-1.9001,escape,1.12,1.48,1.0,-0.288,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
10.8225,-10.089,-35.713,0.908,-1.9288,escape,1.5,-0.5,0.5,0.8,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
10.8558,-10.034,-35.79,1.202,-2.1442,escape,1.5,-0.5,0.5,0.8,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.8891,-9.632,-35.602,0.956,-1.9923,escape,1.5,-0.5,0.5,0.8,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.9224,-9.705,-35.624,1.195,-1.9135,escape,-0.5,1.5,0.5,-0.8,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.9557,-8.817,-35.621,1.591,-1.6089,escape,-0.5,1.5,0.5,-0.8,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
10.989,-9.396,-36.404,0.98,-1.3815,escape,-0.5,1.5,0.5,-0.8,100.0,120.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.0223,-9.509,-36.618,0.943,-1.5212,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.0556,-9.456,-36.716,1.23,-1.7881,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.0889,-9.609,-37.015,0.911,-1.9541,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.1222,-9.649,-37.241,0.842,-2.0102,escape,0.706,1.5,1.0,-0.635,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.1555,-10.006,-37.568,0.984,-2.1494,escape,0.706,1.5,1.0,-0.635,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.1888,-10.151,-37.926,1.09,-1.9313,escape,0.706,1.5,1.0,-0.635,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.2221,-10.418,-37.967,1.074,-1.9461,escape,1.5,0.487,0.994,0.8,100.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,60.0,0.0,0.0
11.2554,-10.518,-38.222,1.13,-2.0134,escape,1.5,0.487,0.994,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.2887,-10.495,-38.393,1.233,-1.7563,escape,1.5,0.487,0.994,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.322,-10.874,-38.348,1.162,-1.9078,escape,1.5,1.04,1.0,0.368,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.3553,-10.628,-38.373,1.104,-1.7283,escape,1.5,1.04,1.0,0.368,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.3886,-10.656,-38.214,1.046,-1.6463,escape,1.5,1.04,1.0,0.368,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.4219,-10.501,-38.425,1.159,-1.7443,escape,1.5,-0.169,0.666,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.4552,-10.163,-38.395,0.789,-1.7225,escape,1.5,-0.169,0.666,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.4885,-10.555,-38.406,1.122,-1.6221,escape,1.5,-0.169,0.666,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,20.0,20.0,0.0,20.0,40.0,0.0,0.0
11.5218,-10.344,-38.501,0.985,-1.5782,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.5551,-10.511,-38.074,1.295,-1.8384,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.5884,-10.666,-34.423,1.318,-3.0952,escape,1.5,-0.5,0.5,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.6217,-10.189,-33.318,0.006,2.0978,escape,1.5,0.003,0.751,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.655,-10.342,-33.261,-0.126,2.2794,escape,1.5,0.003,0.751,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.6883,-10.337,-33.176,-0.13,2.3203,escape,1.5,0.003,0.751,0.8,100.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.7216,-10.274,-33.075,-0.122,2.2246,escape,0.071,1.5,0.785,-0.8,80.0,80.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.7549,-10.465,-33.069,-0.03,2.3708,escape,0.071,1.5,0.785,-0.8,80.0,80.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.7882,-10.549,-33.051,-0.053,2.2232,escape,0.071,1.5,0.785,-0.8,80.0,80.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.8215,-10.64,-32.973,-0.099,2.099,escape,1.5,-0.311,0.594,0.8,80.0,80.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,40.0,0.0,0.0
11.8548,-10.751,-32.916,0.018,2.1439,escape,1.5,-0.311,0.594,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
11.8881,-10.725,-32.76,-0.117,2.016,escape,1.5,-0.311,0.594,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
11.9214,-10.771,-32.624,-0.089,2.1145,escape,1.5,0.51,1.0,0.792,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
11.9547,-10.782,-32.574,-0.011,2.0052,escape,1.5,0.51,1.0,0.792,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
11.988,-10.81,-32.421,-0.121,2.1049,escape,1.5,0.51,1.0,0.792,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.0213,-10.972,-32.395,-0.135,2.2062,escape,1.5,0.194,0.847,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.0546,-10.645,-32.31,0.09,1.8712,escape,1.5,0.194,0.847,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.0879,-10.815,-32.15,-0.095,2.0791,escape,1.5,0.194,0.847,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.1212,-10.727,-32.009,-0.043,2.0075,escape,1.5,0.49,0.995,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.1545,-10.507,-31.958,-0.114,1.7363,escape,1.5,0.49,0.995,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.1878,-10.664,-31.861,-0.137,1.9119,escape,1.5,0.49,0.995,0.8,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.2211,-10.241,-31.909,0.102,1.4644,escape,1.5,0.693,1.0,0.646,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.2544,-10.344,-31.685,-0.062,1.6204,escape,1.5,0.693,1.0,0.646,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.2877,-10.197,-31.568,-0.045,1.5113,escape,1.5,0.693,1.0,0.646,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.321,-9.893,-31.639,-0.099,1.1549,escape,1.5,0.668,1.0,0.665,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.3543,-9.993,-31.506,-0.131,1.2643,escape,1.5,0.668,1.0,0.665,80.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.3876,-9.674,-31.729,0.107,0.8523,escape,1.5,0.668,1.0,0.665,100.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.4209,-9.714,-31.455,-0.046,1.0236,escape,1.5,1.007,1.0,0.395,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.4542,-9.56,-31.435,-0.034,0.8983,escape,1.5,1.007,1.0,0.395,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.4875,-9.287,-31.624,-0.101,0.5501,escape,1.5,1.007,1.0,0.395,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0
12.5208,-9.413,-31.527,0.02,0.6436,escape,-0.146,1.5,0.677,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.5541,-9.201,-31.156,-0.063,0.7779,escape,-0.146,1.5,0.677,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.5874,-9.26,-30.988,0.009,0.7531,escape,-0.146,1.5,0.677,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.6207,-9.153,-30.959,-0.108,0.5843,escape,-0.5,1.5,0.5,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.654,-9.074,-30.889,-0.166,0.5259,escape,-0.5,1.5,0.5,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.6873,-9.333,-30.76,0.015,0.7511,escape,-0.5,1.5,0.5,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.7206,-9.143,-30.684,-0.107,0.5436,escape,0.047,1.5,0.774,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.7539,-9.182,-30.557,0.001,0.6532,escape,0.047,1.5,0.774,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.7872,-8.988,-30.532,-0.117,0.4379,escape,0.047,1.5,0.774,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.8205,-8.942,-30.548,-0.136,0.3644,escape,0.58,1.5,1.0,-0.736,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.8538,-9.141,-30.251,-0.058,0.6666,escape,0.58,1.5,1.0,-0.736,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.8871,-8.999,-30.205,-0.024,0.5363,escape,0.58,1.5,1.0,-0.736,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.9204,-9.059,-30.049,0.051,0.7491,escape,0.358,1.5,0.929,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.9537,-8.85,-29.925,-0.122,0.6705,escape,0.358,1.5,0.929,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
12.987,-8.826,-29.889,-0.128,0.6488,escape,0.358,1.5,0.929,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
13.0203,-9.227,-29.628,-0.029,1.1114,escape,1.5,1.078,1.0,0.338,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
13.0536,-9.036,-29.578,0.033,0.9637,escape,1.5,1.078,1.0,0.338,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
13.0869,-8.961,-29.365,0.024,1.109,escape,1.5,1.078,1.0,0.338,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
13.1202,-8.915,-29.244,-0.067,1.0547,escape,1.5,0.643,1.0,0.686,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
13.1535,-8.606,-29.394,-0.109,0.7707,escape,1.5,0.643,1.0,0.686,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
13.1868,-8.634,-29.209,-0.103,0.8786,escape,1.5,0.643,1.0,0.686,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
13.2201,-8.432,-29.368,0.066,0.554,escape,1.5,0.85,1.0,0.52,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.2534,-8.273,-29.203,-0.054,0.6824,escape,1.5,0.85,1.0,0.52,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.2867,-8.132,-29.231,-0.059,0.6041,escape,1.5,0.85,1.0,0.52,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.32,-8.012,-29.343,-0.17,0.3252,escape,-0.5,1.5,0.5,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.3533,-8.118,-29.32,0.041,0.5555,escape,-0.5,1.5,0.5,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.3866,-8.053,-29.205,-0.027,0.4212,escape,-0.5,1.5,0.5,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.4199,-7.984,-29.024,-0.035,0.5059,escape,0.188,1.5,0.844,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.4532,-7.944,-28.886,-0.111,0.5429,escape,0.188,1.5,0.844,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.4865,-7.873,-28.9,-0.133,0.3817,escape,0.188,1.5,0.844,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.5198,-8.022,-28.729,0.067,0.6076,escape,0.026,1.5,0.763,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.5531,-7.805,-28.648,-0.123,0.3531,escape,0.026,1.5,0.763,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.5864,-7.765,-28.573,-0.1,0.3459,escape,0.026,1.5,0.763,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.6197,-7.867,-28.42,-0.099,0.5445,escape,0.253,1.5,0.876,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.653,-7.727,-28.424,-0.135,0.361,escape,0.253,1.5,0.876,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.6863,-7.926,-28.22,0.071,0.6238,escape,0.253,1.5,0.876,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.7196,-7.68,-28.151,-0.128,0.4763,escape,-0.396,1.5,0.552,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.7529,-7.714,-28.087,-0.109,0.457,escape,-0.396,1.5,0.552,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.7862,-7.889,-27.853,-0.109,0.6203,escape,-0.396,1.5,0.552,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.8195,-7.694,-27.838,-0.115,0.449,escape,0.475,1.5,0.988,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.8528,-7.775,-27.691,0.071,0.6266,escape,0.475,1.5,0.988,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.8861,-7.576,-27.643,-0.137,0.552,escape,0.475,1.5,0.988,-0.8,80.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.9194,-7.553,-27.667,-0.131,0.5112,escape,1.5,1.081,1.0,0.335,80.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.9527,-7.719,-27.346,0.026,0.8463,escape,1.5,1.081,1.0,0.335,80.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
13.986,-7.54,-27.325,0.037,0.6765,escape,1.5,1.081,1.0,0.335,80.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
14.0193,-7.373,-27.14,-0.015,0.7762,escape,1.5,0.964,1.0,0.429,80.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0
14.0526,-7.345,-27.032,-0.078,0.7733,escape,1.5,0.964,1.0,0.429,80.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.0859,-7.101,-27.329,-0.101,0.4458,escape,1.5,0.964,1.0,0.429,80.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.1192,-7.056,-27.198,-0.114,0.4516,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.1525,-6.973,-27.235,-0.023,0.3361,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.1858,-6.929,-27.176,-0.122,0.4413,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.2191,-6.873,-27.203,-0.102,0.4145,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.2524,-6.86,-27.179,0.01,0.4219,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.2857,-6.825,-27.065,0.041,0.4853,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.319,-6.699,-27.186,0.03,0.4092,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
14.3523,-6.802,-27.048,-0.117,0.5015,walking,0.188,0.112,0.15,0.06,60.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
